,0,1,2,label
0,6.436123404621164,4.714484724701182,0.27319556226805264,1
1,7.664818750592664,7.590191557652972,1.8097550799142226,1
2,8.261410099672922,3.9797866246388827,9.788300586753634,1
3,3.8567525952798434,7.813649657237155,2.0887152585710753,1
4,0.5585697394339328,9.79599796297185,5.328149523366731,0
5,5.050664957002007,9.007317524202914,9.348076287693821,0
6,5.013114682437556,3.3728286118688864,6.809743193240559,1
7,3.289451104791544,9.831965999305517,8.329173934196369,0
8,6.227985112060082,2.028988451261433,7.804955112309805,1
9,6.8002366003014,3.2852241542668406,3.3644257510672992,1
10,5.036029198528258,4.134733139949143,5.74225976683983,1
11,6.259465812390532,8.506674687049301,0.735556882334838,0
12,4.523629100769684,2.214051708623499,2.5875550752241763,1
13,5.7072587139712025,9.695296086299098,7.189388449042199,0
14,3.216934961079833,1.4554605521105857,2.501613320770667,1
15,3.1594946158618886,4.0660209734453145,0.43342557537067394,0
16,9.32616564920503,1.644384362757052,8.581460919742018,0
17,9.7686852992684,8.508876094850976,6.251040292646337,0
18,2.415870836282065,6.352845220098539,1.6280480599496028,1
19,9.733158201174774,5.336126241654394,1.9480511205781603,0
20,5.091596229970916,8.564650419834368,4.359726632238027,1
21,5.632395422088319,9.040601713508071,3.5227595586327833,1
22,5.566608579841081,1.6639400089120104,4.541061120164836,1
23,1.3713583028872278,9.082315420574028,9.943248164293347,0
24,8.513664614359554,9.886548887441952,0.6765275354855194,0
25,4.566544475046923,4.394190306245078,3.5783729116510923,1
26,7.80157218525332,3.324078123881139,8.562810404719148,1
27,4.7420690447292895,3.9405211207015176,4.320550572321316,1
28,0.9085394546220626,1.9043709353328986,5.81961170645814,0
29,6.0160543492059615,1.8449652610604295,8.707751806806574,1
30,6.00787179837616,6.3823055320436985,5.679043770835513,1
31,6.210125932459319,5.435063696420182,7.715698281334296,1
32,3.594348204366007,3.0652205810390387,1.0797363064462484,1
33,7.258782498055373,2.768801268743294,1.9351596015855699,1
34,4.307270666033815,0.452891557329933,4.697942028287361,1
35,7.094394041254012,6.577648487037109,2.6541377767597396,1
36,3.796148611151268,1.0654544941537236,5.830885413842358,1
37,7.133983302163747,7.393676204536689,4.619195477638928,1
38,1.182683996819075,5.2833788818496785,5.326744155226864,1
39,4.624853690419407,8.280100949956948,1.2021618520633548,0
40,9.61848096566196,1.4698903612501202,2.0482105459130953,0
41,5.195048787382839,0.3025979434529291,5.370519379999563,1
42,9.69763341057789,0.7255468287491618,2.8057328778627855,0
43,4.6084566088442696,3.289728509430078,6.546416392019454,1
44,2.8585268926969807,3.7228297932593026,1.1388893253083432,1
45,8.611086592598468,5.210466821005049,8.252755330904858,1
46,4.581352931768742,0.3644792136713715,1.45809507101766,1
47,5.920123823390519,5.212661953674063,2.2060720954569293,1
48,1.9591831672343973,1.5839380298161265,2.059910619087942,0
49,9.827959893244007,8.252480527019692,5.769281178442291,0
50,8.51831915620785,4.085606214885128,7.706174536704883,1
51,2.7019524176660283,7.72213442163725,2.017604768993694,1
52,2.2821571488951866,0.756007216083,0.061624403061698585,0
53,8.447008469036701,5.975873076121263,2.3803755527556936,1
54,1.2292577751172062,1.3878054047241872,0.26884624963055326,0
55,4.041674399611342,9.68764882841694,1.855244143187722,0
56,2.0085629430013965,0.38229279955427686,6.426489847416446,0
57,2.6075085874075676,1.9599647557690314,3.5061458141200728,1
58,4.910299137214583,1.6024055376568946,7.974800978649616,1
59,2.2228524092913036,8.24470489457775,9.372380013656548,0
60,4.594467510738673,5.883376941246565,6.896449685308209,1
61,0.6260999656530508,8.034649940148737,7.437336048388091,0
62,6.43366733715281,4.213933029624385,7.69728473187568,1
63,1.9291116381686624,7.919893146457495,3.8015243738924,1
64,1.719635898369798,2.35848589070308,1.288527375442493,0
65,6.3461406651495045,3.9633024249719204,1.274023150520589,1
66,1.6630611312077903,6.367357803223049,8.90510207266086,0
67,8.092147977509626,4.697913192942154,4.7702979426432135,1
68,1.1027915929071153,4.262013845168969,7.286171411058477,1
69,2.516950021152775,6.969456612798664,9.00612951413186,0
70,2.7780081528163656,7.752176991299154,1.0977621093564383,0
71,6.140394311252379,1.1795855963620216,6.387815358817791,1
72,0.8906895308935181,7.107812591888488,9.23636305551182,0
73,2.1355901974285074,7.307404486224714,6.622111394804061,1
74,3.3697430209351733,0.1181860390996392,3.926277448649005,0
75,4.35742764983863,9.950116600013203,9.450625152239901,0
76,3.9141180235273487,9.68043300430207,8.405843684061384,0
77,2.415956904392779,1.6922927083843342,3.399661155351603,1
78,5.819225649470228,3.0909357543460803,0.7041833901336758,1
79,5.257663920540613,3.437607887863401,8.180805301910695,1
80,2.4113832404693203,2.4922959357580354,8.568207147928481,0
81,1.529397130206156,4.500804468021775,4.794940983139131,1
82,8.189888122575336,8.278538602061303,2.156698557087844,0
83,7.131145415063833,5.919031638961691,5.551905055667391,1
84,6.897325258508968,2.3995597966626048,8.121403285258642,1
85,9.986391517008599,5.694371671838478,9.936509965994587,0
86,4.682344324359016,6.478672395044588,6.033165998530884,1
87,2.6844027897858647,2.492580861121343,3.876218081440234,1
88,8.613857263472829,8.962908562036937,7.626565680113333,0
89,7.189499200075654,6.746905707059665,8.472972326605817,1
90,5.997710606347511,5.343232961427945,1.9318487514406624,1
91,4.167389962708288,6.34176658300854,9.477274811592956,1
92,4.286214240408044,7.503930982425324,8.880230824250896,1
93,9.419467573412794,7.776570541475262,4.458547080310834,0
94,0.9581842391210871,3.4639773576705646,4.82057553839489,1
95,0.7314533078578866,4.814698527004299,7.633010276517469,0
96,0.9345397144786116,8.500566851377348,3.0637435476370136,0
97,2.973122570155733,7.805261849482176,8.62342391129814,0
98,1.205139594244422,1.7797293217171017,6.366342216808806,0
99,3.899835515772987,3.900320826778214,6.667538332831711,1
100,3.675582598864553,1.2037263594707404,1.0853062296710159,0
101,2.746745678342829,9.663590854359063,1.2101569005678792,0
102,2.1815361736250094,4.213751792181686,0.82158641029899,0
103,4.024694625468074,5.948006337859458,4.086657630760881,1
104,6.304376659326966,0.12311331112408563,7.779386698638648,0
105,2.6239211003436402,5.843379866583551,0.5169798484317911,0
106,8.894286882691034,3.1733312602654626,8.43843523491461,0
107,6.042695212595661,3.4846336273536425,5.554977468650334,1
108,8.172141751390116,9.000737390940385,4.6385473575982195,0
109,8.819116976527951,9.296513067413423,3.0779138734717693,0
110,5.194578739825834,3.517401992042405,1.8989389320687988,1
111,1.0586629667297576,6.266193447772497,3.5819559225616104,1
112,1.1179682683422432,3.751224343875743,3.626682462229521,1
113,9.560867177500548,7.390443266234534,2.8622881397819167,0
114,7.383316579625184,0.5750654598737537,7.583146244548692,0
115,8.207172135827678,5.6839177324673615,8.659604215390598,1
116,6.793412910456908,3.182502822127536,8.71818756406523,1
117,7.404227693299859,9.896134292182072,2.3808137536365424,0
118,4.251333484245572,1.632395037844414,0.8333555099013212,0
119,5.112617137385344,7.612709490900413,4.453105662351655,1
120,7.5357254793184865,4.7981602775252,2.681486894332177,1
121,2.371219310669428,9.209398658574372,3.262922525523585,0
122,0.8335033790734125,0.977902675165454,1.203752883774336,0
123,6.9095599277898625,6.552587796035388,9.313604014505403,1
124,7.32626300080197,4.656551146070766,7.0651600353439274,1
125,5.204460775696433,6.57593662336687,5.200274445814282,1
126,8.064032052608306,9.344887719591016,6.591993977681478,0
127,6.625889697716344,1.0630699527516974,5.89035863366842,1
